acousticness,danceability,duration_ms,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,count,Artists_encoded,key,genre
-0.577992175086831,0.6862947366781552,0.6832352768108373,-0.4635181714907506,1.3557030078179044,-0.6123330497623979,-0.0060161717951259675,0.019832323381118275,0.4680204172549331,0.13373634540489768,-0.018584210251898763,4093,5,Jazz and Blues
-0.7318511119365995,0.36254422607768416,0.3596628924692436,-0.4629810502986532,-1.2274536574170005,-0.280343514174538,-0.6421574557335687,0.2977614446293658,0.6691805192616008,-0.2702940756155123,-0.2634415759632329,795,4,Pop and Dance
0.7469304415475946,0.36049358657630226,-0.53195234925139,-0.46352884680180356,-0.030057601812418126,0.16649770095571995,-0.6633095828470564,0.555861491585186,-0.28691119286254707,-0.3425315432792502,0.14465403355565734,2240,4,Country and Americana
-0.8143703231568666,0.5368252145839899,-0.5670660687600493,-0.46250762452176,0.0213201818650697,0.9635483191211635,0.20635940025436114,-0.22691212275183076,0.4084527897678437,1.3670609426824973,0.2534795294273614,3886,0,Pop and Dance
-1.0871043702377485,0.453245588638792,1.04344258447606,1.6903254764472826,-0.4781949932017086,-0.7151310638958711,-0.7593880548269144,-0.19757514721592145,1.6188026147313623,-0.2874225473295945,-0.426679819770789,2587,7,Hip Hop and Rap
-0.15500734234260127,0.025135157350364958,-0.3262372034563973,-0.4635317039108488,-1.052732373653332,0.8102764369055602,-0.6755367322291982,1.0218821192068328,0.2904138714958819,-0.11613783018877216,-0.426679819770789,3075,11,Pop and Dance
-0.7633923415132469,-1.3136941467005663,0.2520631727635586,-0.24778889014586553,0.24787062803062984,0.3231229926420194,-0.38596833504232175,0.9455956844213048,-0.9229173070657212,0.11710093357745412,0.7976070087858818,7760,7,Pop and Dance
1.0141035310757522,-0.7004757431384928,0.6094858478762989,-0.4614040944292347,5.734117318395351,-0.13937482099702653,-0.3485165740981045,0.5320962685907245,1.7216107048392,-1.1781030764618707,-0.426679819770789,8944,2,Pop and Dance
2.26344006779316,0.15655135377223658,-1.112006798776977,2.0324047053868424,-0.2197246038151817,-0.8142166578777608,0.25705242206414824,1.1528733963227058,0.7449338488147419,-2.4963610106049408,0.2534795294273614,4051,5,Jazz and Blues
-0.7131300868180098,-0.859142660045391,0.08708069418197877,0.4301881546137927,0.27937889841322977,0.30167112812583624,-0.34281898422928614,0.45372374596011844,-0.7171685393355529,-0.6037283249829798,1.15128987036892,7469,7,Pop and Dance
0.5458278171492733,-0.23178485037828306,0.47495064091592115,-0.22181204962260692,0.30804373454235723,-0.6954569627962094,-0.5405623810391427,0.13099490279107118,-0.2568939142438931,-0.9814428456705562,-0.11380651913963982,1041,8,"Soul, R&B, and Related Genres"
1.591556116494633,-0.9133216072818925,-0.46060892164216544,-0.46350549032567445,1.6754742803993417,-1.623073410823197,2.3805214713706473,0.12654595401754712,0.500539178470673,-0.5043831890413026,-0.399473445802863,5953,0,Pop and Dance
0.039523809322243995,-0.4060850349401573,-0.17862014231960122,-0.46350616490227925,-0.8597214565960101,-0.7749273915424707,-0.6770110411979502,0.06385307166702932,-0.4908503140078124,0.3047331890715339,-0.29064794993115894,4592,5,Pop and Dance
-0.6886954956960535,0.12803997596514857,-0.10366040398276657,-0.36018257926596414,-0.044052918021382635,0.03661495561765472,-0.5928816103174915,0.7097995254127509,0.7942227034980218,-0.610683522588092,0.2670827164113244,4109,7,Rock and Alternative
-1.045320304195753,1.0527118248888185,0.40793271647141277,-0.4635303407491751,1.4391419702380333,-0.37492877565347105,0.7249292036543162,0.3816744087627864,0.24462889209563063,0.247512800048666,-0.12740970612360283,1956,7,Hip Hop and Rap
-1.1232001380468144,-1.9136971687558655,0.5133719478583868,0.7218408722284306,0.4284777775039291,0.12964146652767863,-0.10715376705144716,0.5098712932998727,-0.45196875812492404,-0.5409239286980118,-0.345060697867011,5654,9,Rock and Alternative
0.42004687770553006,0.47501391565345774,-2.783442179492726,-0.4635317039108488,-0.6152312941928201,1.2440738641111597,-0.47558357834233617,-1.4649324903672825,0.5988381418193949,0.911570472656162,-0.453886193738715,7567,4,Pop and Dance
-0.4405973111056775,0.8820816308277062,0.2885600055578888,-0.410508443817156,-0.20097563171524496,-0.24425354847606284,-0.6306440241307284,-0.5196309416756398,1.1285703534803047,0.21272882672160656,-0.20902882802738088,4908,6,Pop and Dance
-0.9624825587278035,-1.443823798972636,1.0739703001803536,0.6866445258075752,1.1227048061956895,0.23857694598089993,-0.6038689351371336,0.7265120691976023,0.31265889684085174,0.09701648447536303,-0.2362352019953069,4545,7,Country and Americana
1.7889600354716948,-0.15626756777184989,-0.8963910599119644,-0.4550212659843925,-0.8283988735123272,0.36162717196396277,0.23521763321676678,-0.26349621777407195,1.6593847555634031,0.43197326466185937,-0.453886193738715,1870,5,Hip Hop and Rap
-0.9957266496121985,1.1208076170885426,1.1698287724008143,3.3446199505224317,0.6840758559451274,-0.7804791499342608,-0.6626365287526264,0.008386928826781654,1.5241109527899326,-0.11613783018877216,-0.453886193738715,1789,1,Rock and Alternative
-0.5297980539331624,1.1734144073739838,-0.4203694108169545,-0.45415755079603676,2.414159155957912,0.41104047376477165,2.72286062113017,-0.17892135512976778,0.9816630036683163,0.2521243116639959,-0.37226707183493696,2688,11,Hip Hop and Rap
-0.9740306674891122,-0.4573960914747261,-0.35800352724198925,-0.4626321829401411,0.1811018771221953,1.0773619855245853,-0.5916854096314819,0.508325064516332,0.6177764742076804,-0.11613783018877216,-0.426679819770789,7527,2,Pop and Dance
-0.7962669888887807,0.8447299459025455,-0.4111899385099795,-0.4550721182876869,1.1576849131271063,0.727312421108084,-0.019469241134978922,-0.23723050463014614,0.3695168380700823,0.24600700033753836,-0.19542564104341786,5486,1,Pop and Dance
